R0000100,R0536300,R0536401,R0536402,R1204500,R1235800,R1482600,T5201400,T5202300,T5207400,T5211900,T5213200,T5397100,T6055500,T6141700,T6141800,T6145800,T6206400,T6210200,T6216400,T6216401,T6216402,T6216403,T6216500,T6216501,T6216502,T6216503,T6231000,T8123600,T8123700,T8129600,T8134500,T8976700,T9039300,T9039400,T9039500,T9039600,T9039700,T9039800,T9039900,T9040000,T9093100,T9093300,U0203700,T5915200,T5206800,T8128900,T5797300,T5808400,T6316000,T6230100,R0532200,R1302400,R1302500,R1486500,R1486600,R1486900,R1487700,R1487800,U0009400
98,1,1,1980,-4,1,4,31,4,4,1,395238,-4,57000,5,10,3,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,12,-5,-4,1,-4,-3,1,-3,-3,3,1,-4,0,1,-5
99,1,6,1982,-3,1,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4,8,4,3,600,0,1,-5
100,2,1,1981,26000,1,1,29,1,0,1,123597,-4,40000,5,5,4,3,0,1,3,7,7,1,2,7,7,5120,32,1,1,1,40000,185,4,2,4,1,3,4,2,3,0,-4,0,11,11,-4,-4,-4,8660,0,-3,10,1,-4,-4,2,0,1
101,2,7,1981,-3,1,1,29,1,-3,1,123597,-4,-4,5,8,5,2,0,6,1,7,2,7,3,2,4,5620,32,1,-3,1,37000,180,3,3,5,4,3,2,3,1,0,-4,0,12,12,0,5,-4,5380,0,-4,6,3,-4,-4,1,0,-3
102,2,4,1982,80000,1,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,12,1,1,400,3,2,-5
103,2,11,1983,80000,1,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,12,2,1,400,0,1,-5
104,2,11,1980,75673,1,4,30,1,4,0,426863,-4,70000,5,5,5,3,0,1,1,-2,-2,5,3,3,3,5010,33,1,4,1,40000,280,3,4,2,3,2,3,4,5,0,-4,1,12,16,1,3,-4,8660,1,16,13,2,2,400,2,2,4
105,1,8,1983,75673,1,4,27,1,2,0,324537,-4,50000,5,6,4,2,0,2,2,6,4,5,5,5,3,9720,30,1,2,1,90000,200,4,3,2,2,3,2,2,2,0,-4,1,12,12,1,1,-4,7790,1,16,13,2,4,400,1,2,2
106,1,11,1981,92300,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,16,2,1,-4,2,2,-5
107,2,8,1982,135000,1,4,28,-4,4,-4,359438,-4,70000,5,3,3,2,0,1,1,7,5,7,3,5,6,430,31,4,5,1,88000,151,3,1,3,1,4,3,3,1,0,-4,0,12,18,0,2,-4,7780,1,19,16,2,2,400,1,0,5
108,1,9,1984,135000,1,4,26,2,4,1,355787,-4,47000,6,0,3,1,0,2,2,7,6,6,4,5,5,60,29,2,4,1,65000,190,1,2,3,1,1,3,3,1,0,-4,0,12,16,0,1,-4,7470,1,19,16,2,2,400,1,0,4
109,2,3,1982,76500,1,4,28,1,4,1,359438,-4,50000,5,3,2,2,0,1,1,7,6,2,1,6,6,4800,31,1,4,1,50000,109,4,2,5,2,4,4,2,2,0,-4,0,12,16,0,4,-4,6480,1,12,12,4,4,500,0,1,4
110,2,2,1984,76500,1,4,26,1,5,0,374919,-4,54000,5,9,3,1,0,2,1,7,7,7,5,7,5,2310,29,1,5,1,60000,150,3,3,3,2,5,4,1,1,0,-4,0,12,18,1,1,-4,7860,1,12,12,4,4,500,0,0,5
111,2,1,1981,63850,1,4,29,1,4,0,344315,-4,22000,-1,-1,-1,3,1,7,5,6,6,1,1,7,7,9990,32,1,4,1,-4,155,1,5,1,5,1,1,5,4,1,-4,0,12,16,0,5,-4,6870,0,-4,-4,2,3,-4,2,2,4
112,2,4,1984,-4,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,12,2,2,-4,0,0,-5
113,1,4,1984,66600,1,4,26,1,2,0,354658,-4,2000,6,3,3,1,0,6,5,5,3,5,4,4,3,5310,29,1,2,1,49000,190,4,3,2,1,5,3,2,1,0,-4,0,12,17,-4,-4,-4,9570,0,12,15,4,-4,200,4,1,2
114,2,7,1982,76716,1,4,28,1,4,0,358297,-4,43000,5,7,4,2,0,1,1,7,6,1,1,6,6,4000,31,1,4,1,25000,185,3,3,4,1,4,3,2,2,0,-4,0,12,16,0,3,-4,8680,1,13,12,3,3,400,1,3,4
115,2,10,1984,-3,1,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,12,3,3,200,1,2,-5
116,1,10,1984,31750,1,1,26,1,2,1,134214,-4,18000,5,8,2,2,0,1,5,7,3,6,1,4,3,5620,29,1,2,1,26000,150,5,4,4,1,5,5,1,3,0,-4,0,12,12,0,3,-4,5380,0,12,12,4,-4,500,3,0,2
117,1,10,1984,31750,1,1,26,1,2,1,134214,-4,25000,5,10,3,2,0,6,6,6,6,6,1,6,5,9620,29,1,2,1,27000,155,5,1,5,1,5,5,1,3,0,-4,0,12,12,1,3,-4,4560,0,12,12,4,-4,500,0,0,2
118,1,6,1980,98500,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,16,12,2,2,-4,2,1,-5
119,1,9,1982,246474,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,31,1,4,1,43000,225,4,4,3,2,4,4,2,2,0,-5,-5,-5,16,-5,-5,-5,-5,1,12,15,3,3,200,0,1,-5
120,1,6,1982,-4,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,31,1,5,1,65000,205,1,3,5,2,4,4,1,3,0,-4,-5,-5,19,-5,-5,-5,-5,0,17,16,-4,1,-4,0,2,5
121,1,12,1981,77900,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,32,1,2,1,48000,250,4,1,3,1,4,4,2,3,0,-4,-5,-5,13,-5,-5,-5,-5,1,14,14,4,4,100,2,2,2
122,1,6,1984,77900,1,4,26,1,2,1,332833,-4,26000,6,2,4,3,0,2,5,2,5,3,2,3,3,2310,29,1,2,1,30000,280,3,2,1,4,4,3,1,4,0,-4,0,12,12,0,1,-4,7860,1,14,14,2,4,100,0,1,2
123,1,2,1980,-4,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,15,4,4,-4,4,1,-5
124,1,2,1982,-4,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,15,2,2,-4,0,0,-5
125,2,5,1984,-3,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,18,16,4,4,500,0,0,-5
126,1,5,1981,-4,1,4,29,1,2,1,333638,-4,55000,5,8,2,4,0,2,3,4,5,4,2,4,5,9600,32,1,2,1,55000,145,4,3,3,2,3,4,2,3,0,-4,0,12,12,0,3,-4,4560,0,-4,12,2,4,-4,6,2,2
127,2,3,1982,-4,1,4,28,1,4,1,346594,-4,50000,5,3,5,2,0,2,1,7,6,5,1,7,6,230,31,1,4,1,75000,230,5,1,5,1,5,5,1,2,0,-4,0,12,16,0,1,-4,8470,1,16,16,3,3,-4,1,0,4
128,2,8,1982,93000,1,4,28,1,4,1,346594,-4,50000,5,3,4,3,0,1,1,7,7,7,2,5,2,5600,31,4,4,1,68000,180,5,3,5,1,5,5,1,3,0,-4,0,12,17,0,4,-4,9990,0,18,16,4,-4,200,1,0,4
129,2,8,1980,-4,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,17,-4,4,3,-4,0,1,-5
130,2,7,1981,-4,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,17,-4,3,4,-4,2,1,-5
131,1,10,1980,40200,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,16,16,2,2,-4,0,0,-5
132,1,2,1983,42047,1,4,27,1,4,1,312940,-4,55000,5,10,3,1,0,1,2,7,7,3,6,5,5,3030,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,-5,1,2,-4,8270,1,16,16,4,4,500,0,0,-5
133,1,7,1982,51160,1,4,28,1,4,1,357312,-4,130254,5,9,4,1,0,1,1,7,7,7,3,5,7,800,31,1,4,1,85000,175,3,2,4,1,4,5,1,1,0,-4,0,12,16,0,1,-4,7280,1,16,16,2,3,0,1,2,4
134,1,4,1984,-4,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,16,14,4,4,-4,0,0,-5
135,1,4,1981,72000,1,4,29,1,5,1,343904,-4,50000,6,1,3,2,0,2,5,4,5,4,3,2,4,7700,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,-5,0,3,-4,6480,0,15,18,2,-4,-4,2,2,-5
136,2,9,1983,-3,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,14,18,4,4,200,0,0,-5
137,2,5,1980,3400,1,4,30,2,1,1,415622,-4,11000,5,6,3,2,0,1,1,7,7,5,2,7,7,4600,33,2,1,1,52000,125,5,1,5,1,5,5,1,1,0,-4,1,11,11,-4,1,-4,8470,0,-4,12,4,-4,-4,0,1,1
138,1,4,1984,-3,1,4,26,1,2,1,351324,330,-4,6,8,1,1,0,7,2,7,6,7,7,4,1,-4,29,1,3,1,45000,200,4,5,5,1,5,5,1,1,0,-4,0,12,14,-4,-4,-4,-4,1,18,16,2,3,400,2,1,3
139,2,7,1984,246474,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,16,18,4,4,400,0,0,-5
140,1,12,1983,48750,1,2,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,14,12,3,3,400,1,0,-5
141,2,1,1980,-3,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,9,12,4,4,-4,1,2,-5
142,2,1,1981,38700,1,4,29,1,2,1,334733,-4,42000,5,5,4,2,0,1,1,7,6,5,1,4,5,5240,33,1,2,1,33000,150,5,3,3,1,5,5,2,3,0,-5,3,12,12,0,1,-4,1880,0,14,10,2,2,-4,3,3,-5
143,1,8,1981,123000,1,1,29,3,2,1,138916,-4,48000,5,9,3,1,0,1,1,7,7,6,6,4,4,9840,32,3,2,1,60000,175,4,3,4,1,4,4,2,4,1,-4,1,12,14,-4,3,1,9890,1,14,12,2,1,-4,1,1,2
144,1,8,1982,69500,1,1,28,1,2,1,133738,-4,19000,6,2,3,4,0,5,5,5,5,6,5,4,2,9620,31,1,2,1,67000,190,3,4,3,2,3,2,4,2,0,-4,0,12,13,1,1,1,6680,0,12,16,4,3,600,4,0,2
145,1,4,1984,69500,1,1,26,1,3,1,161976,-4,43000,5,11,3,2,0,3,4,6,6,4,3,4,5,2900,29,1,4,1,-2,191,4,4,4,2,4,4,3,1,0,-4,0,12,16,1,3,0,6690,0,12,16,3,-4,600,5,1,4
146,1,7,1984,47000,1,1,26,1,2,1,161976,-4,30000,6,4,3,2,0,1,1,7,7,3,1,6,7,3600,29,1,2,1,-2,210,5,2,4,1,5,5,1,2,0,-4,0,12,12,1,2,-4,8270,1,12,12,4,4,600,0,0,2
147,2,2,1984,35000,1,4,26,1,2,1,387265,-4,-4,5,10,5,2,0,5,2,5,5,2,1,5,7,4840,29,1,2,1,-4,110,4,3,5,3,4,5,3,4,-2,-4,0,12,13,-4,1,-4,6692,1,13,12,2,3,400,0,0,2
148,2,10,1982,-3,1,1,28,1,1,1,128817,300,-2,5,3,5,3,0,1,3,7,6,5,1,4,3,4010,31,1,1,1,25000,200,5,1,5,1,5,5,1,3,0,-4,0,11,11,-4,-4,-4,8680,0,12,6,1,-4,300,1,3,1
149,2,4,1983,-3,1,1,27,1,2,1,119244,-4,-4,5,8,-2,4,1,1,1,1,7,7,1,7,7,-4,30,1,2,1,-4,240,1,5,-2,5,1,1,1,5,1,-4,0,12,15,-4,-4,-4,-4,0,11,11,3,-4,500,0,0,2
150,1,2,1984,-3,1,1,26,1,2,1,144241,350,4,5,-2,3,2,0,2,3,4,3,4,3,5,4,2020,29,1,2,1,0,170,3,1,3,1,5,4,3,3,0,300,0,12,14,-4,1,0,9190,0,-3,11,4,3,500,2,2,2
151,2,1,1982,-3,1,1,28,1,2,1,128817,-4,40000,5,8,4,1,0,1,1,7,7,1,1,7,7,4510,32,1,2,1,-2,175,5,5,5,1,3,5,1,2,0,-4,0,12,12,-4,1,0,8980,0,11,11,2,-4,400,1,1,2
152,1,5,1982,-4,1,1,28,1,2,1,119095,-4,12500,5,7,3,1,0,2,2,5,5,4,5,5,6,2630,31,1,2,1,-4,170,5,1,5,1,5,5,1,1,0,-4,0,12,12,-4,1,-4,7370,1,14,12,2,2,-4,3,2,2
153,2,2,1980,-3,1,1,30,1,2,1,102970,-4,-4,5,6,4,3,1,1,3,5,3,6,3,6,4,-4,33,1,2,1,-4,200,3,2,3,3,5,3,3,4,0,-4,0,12,12,-4,-4,-4,-4,0,13,10,1,-4,600,4,2,2
154,1,6,1980,142700,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,20,19,2,2,-4,1,2,-5
155,1,2,1980,-3,1,4,30,1,4,1,396326,-4,130254,5,10,4,1,0,1,1,7,7,7,5,4,1,120,33,1,4,1,180331,180,5,2,5,1,5,5,1,1,0,-4,0,11,16,0,1,-4,7470,1,18,14,2,3,-4,0,3,4
156,1,11,1982,-3,1,4,28,1,7,1,360240,-4,50000,5,10,3,1,0,4,1,7,7,5,2,4,7,3060,31,1,7,1,95000,168,5,1,5,1,5,5,1,1,0,-4,0,12,20,0,1,-4,8190,1,18,14,2,3,-4,0,1,7
157,2,3,1982,72000,1,2,28,1,4,1,95483,-4,49000,5,0,5,3,0,1,1,7,7,2,1,7,7,2310,31,1,4,1,49000,190,3,3,5,2,5,5,2,2,0,-4,1,12,16,1,1,-4,7860,1,12,12,2,2,300,0,0,4
158,1,12,1984,47000,1,2,25,1,4,1,110684,-4,51000,5,11,4,2,0,1,1,6,6,6,3,7,3,2710,28,1,4,1,72000,260,3,2,4,1,4,4,3,1,0,-4,0,12,16,0,3,-4,6570,1,-3,16,4,4,600,0,0,4
159,2,1,1980,21,1,2,30,1,2,1,125960,-4,25000,5,6,4,1,0,1,1,7,6,1,1,7,7,5260,33,1,2,1,10000,256,3,-2,5,1,1,5,1,3,0,-4,1,12,12,0,2,0,7580,1,10,12,3,4,-4,0,2,2
160,2,1,1981,5856,1,2,29,1,1,1,87670,-4,-2,5,4,4,1,0,1,3,7,7,5,7,7,7,2540,33,1,1,1,-2,-2,5,1,5,1,1,1,5,2,0,-4,0,-3,-3,1,3,-4,8470,0,10,9,1,-4,300,5,3,1
161,1,1,1982,5856,1,2,29,1,0,1,115846,-4,-4,6,0,-4,3,0,1,1,7,7,7,7,5,1,-4,31,1,0,1,-4,200,5,1,4,1,4,5,1,3,0,-4,0,11,11,-4,-4,0,-4,0,10,9,4,-4,300,5,3,0
162,2,8,1981,40000,1,1,29,1,4,1,118933,380,41066,5,5,4,2,0,1,1,7,7,1,5,4,2,1960,32,1,4,1,47700,-1,-1,2,5,1,5,5,1,2,0,-4,3,12,18,1,2,-4,8190,0,-4,-3,4,-4,400,1,1,4
163,1,2,1983,40000,1,1,28,1,2,1,117937,-4,-4,6,1,-4,2,0,1,1,7,1,7,7,1,1,-4,31,1,2,1,600,230,3,3,5,1,3,3,4,1,0,-4,0,12,12,-4,-4,-4,-4,0,-4,-3,3,-4,400,4,3,2
164,2,7,1981,49000,1,4,29,1,2,1,344574,-4,44500,5,4,3,2,0,1,1,6,6,5,5,5,4,5110,32,1,2,1,49000,140,3,3,4,2,3,3,2,2,0,-4,2,12,13,0,3,-4,7280,1,12,12,2,2,-4,4,3,2
165,1,4,1980,-4,1,4,30,1,4,1,407978,-4,130254,5,11,4,2,0,1,1,7,7,7,5,7,6,4710,33,1,4,1,92500,228,4,1,4,1,4,4,3,2,0,-4,1,12,16,0,1,-4,6990,1,12,13,4,4,-4,0,1,4
166,2,9,1982,-4,1,4,28,1,4,1,359707,-4,130254,5,6,4,1,0,2,1,7,7,6,2,7,3,3130,31,1,4,1,88000,145,3,3,4,1,4,4,2,1,0,-4,0,12,17,0,2,-4,8190,1,12,13,4,3,-4,1,3,4
167,1,11,1984,87000,1,2,25,1,2,1,297413,-4,-4,5,10,5,3,1,-2,-2,-2,5,3,-2,6,6,-4,28,1,2,1,-4,280,3,3,4,5,5,1,1,4,1,-4,0,12,12,-4,-4,-4,-4,1,12,8,4,2,400,0,0,2
168,1,1,1981,-3,1,2,29,1,2,1,333346,-4,-2,6,1,2,1,0,1,3,7,5,7,7,7,3,5530,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,12,-5,1,1,-4,590,1,12,13,4,4,-4,1,1,-5
169,2,1,1983,30000,1,4,27,4,1,1,353969,-4,-4,5,7,5,1,0,1,1,7,6,3,1,2,1,-4,30,4,1,1,4500,270,1,5,1,1,1,3,2,2,0,-4,0,11,11,-4,-4,0,-4,1,20,12,2,2,300,0,1,1
170,2,8,1984,30000,1,4,26,2,2,1,375201,-4,27000,5,2,5,3,0,5,5,4,3,2,1,6,6,5240,29,1,4,1,-4,-1,-1,-1,-1,-1,-1,-1,-1,3,0,-4,0,12,16,0,4,0,7390,1,20,12,2,4,300,0,0,4
171,2,7,1984,54000,1,2,26,1,2,0,279555,-4,17000,5,4,3,3,0,1,1,6,7,2,1,7,7,4700,29,1,2,1,-4,128,3,4,4,2,5,4,2,2,0,400,1,12,15,0,1,-4,5170,1,11,12,4,4,300,0,0,2
172,1,7,1983,119750,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,18,16,4,4,200,0,0,-5
173,2,6,1980,104500,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,18,16,4,4,400,0,2,-5
174,1,4,1983,104500,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,18,16,2,2,400,0,0,-5
175,2,10,1981,-3,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,18,16,4,2,-4,0,2,-5
176,1,9,1982,-3,1,4,28,1,4,1,352949,-4,68000,6,0,4,1,0,1,1,7,7,2,1,6,6,860,31,1,4,1,86000,215,5,2,5,1,4,5,1,1,0,-4,1,12,17,0,1,-4,6990,1,18,13,4,4,600,0,0,4
177,2,11,1980,52425,1,4,29,1,5,1,406584,400,52000,5,2,4,1,0,1,1,7,5,4,1,6,5,2000,32,1,5,1,60000,200,3,2,4,2,5,5,2,3,0,-4,1,12,18,1,1,-4,7860,1,12,16,2,1,-4,0,2,5
178,2,3,1980,-3,1,4,30,1,5,1,406584,-4,40500,5,3,4,1,0,1,1,7,6,5,1,7,7,2310,34,1,5,1,50000,165,4,3,4,1,5,4,1,2,0,-4,1,12,20,1,1,-4,7860,1,18,12,4,4,400,0,0,5
179,2,9,1981,-3,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,18,12,4,2,400,0,0,-5
180,1,9,1983,-3,1,4,27,3,4,1,309119,-4,-1,5,11,4,1,0,1,1,-2,7,7,6,4,3,1350,30,2,4,1,-1,200,3,1,4,1,5,5,1,2,0,-4,1,10,16,0,2,-4,2290,1,18,12,4,4,400,0,0,4
181,2,11,1982,111750,1,4,28,1,5,1,342362,-4,47000,5,5,5,2,0,2,2,6,6,6,2,4,3,2310,31,3,5,1,60000,210,3,3,5,1,3,3,3,3,0,-4,1,12,20,1,3,0,7860,1,20,18,3,3,300,1,0,5
182,2,5,1984,111750,1,4,26,3,4,1,357108,-4,130254,5,3,4,2,0,1,2,7,5,2,1,6,6,800,29,3,4,1,105000,146,3,2,3,1,4,5,1,1,0,-4,0,12,16,0,3,-4,7280,1,20,18,4,4,300,0,0,4
183,2,12,1980,138750,1,4,29,1,4,1,406584,-4,30000,5,6,3,2,0,2,1,6,5,6,2,4,4,4760,32,1,4,1,30000,145,3,3,4,2,4,4,2,2,0,-4,0,12,16,0,2,-4,5380,1,20,16,2,1,-4,0,0,4
184,1,12,1984,60000,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,16,14,2,2,200,0,1,-5
185,1,6,1981,92500,1,1,29,1,2,1,252334,-4,-4,5,5,4,1,1,5,5,7,7,5,7,5,4,4020,32,1,2,1,15000,166,3,4,1,1,4,5,1,1,0,-5,0,12,12,0,1,-4,8680,0,12,12,3,-4,-4,8,3,-5
186,2,7,1983,-4,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-3,-3,2,2,-4,0,0,-5
187,1,9,1983,75500,1,2,27,3,4,1,236049,-4,46000,6,1,4,1,0,1,1,7,7,7,7,7,6,9840,30,3,4,1,70000,200,4,1,4,1,5,5,2,1,0,-4,1,12,17,-4,1,-4,9890,1,14,12,2,4,400,0,0,4
188,2,10,1980,26000,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,33,1,3,1,39000,120,4,3,3,1,3,3,4,1,0,-4,-5,-5,16,-5,-5,-5,-5,0,12,12,2,-4,-4,0,3,4
189,2,8,1984,-4,1,4,-5,-5,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4,12,2,-4,-4,0,0,-5
190,1,10,1983,-3,1,4,27,1,1,1,303599,-4,2500,5,5,4,1,0,3,2,5,5,7,7,4,1,5620,30,1,1,1,-2,200,4,5,3,1,3,4,2,3,0,-4,0,9,9,0,3,-4,4690,0,12,16,2,2,0,3,2,1
191,1,2,1982,80500,1,4,28,3,2,0,370831,-4,22000,5,8,3,3,0,5,2,6,6,7,7,5,5,9620,32,3,2,0,32000,170,3,3,3,1,3,4,3,2,0,-5,1,12,12,-4,-4,-4,2480,0,-4,-4,-4,-4,500,3,3,-5
192,2,3,1982,3070,1,2,28,3,2,1,232443,-4,30700,5,2,4,3,0,1,1,7,7,5,5,7,7,5110,31,3,2,1,31000,180,3,2,4,1,5,5,1,2,0,-4,0,12,12,0,4,-4,8190,0,16,15,3,-4,500,0,0,2
